outcome,family,arm,comparison,estimate,se,df_satterthwaite,t,p_unadjusted,p_bonferroni,ci_lo_bonferroni,ci_hi_bonferroni,bonferroni_m,ci_level,sig_unadjusted,sig_bonferroni,scoring,improvement,n_subj,N_obs,model
BS_T,Behavioural sample,Control,T3 - T2,-1.8225659775045528,2.6618769038914194,75.60982022406527,-0.6846920587650499,0.49563180210915103,1.0,-8.339928354631875,4.694796399622769,3,98.33% per-comparison (= 95% familywise over 3),False,False,higher = better,False,41,119,Outcome ~ Group*Time + VerbalStatus + (1|participant)
BS_T,Behavioural sample,Control,T3 - T1,1.6428571428572099,2.5811817223913955,73.8307698387209,0.6364748086528161,0.526435392480262,1.0,-4.680390113405113,7.966104399119533,3,98.33% per-comparison (= 95% familywise over 3),False,False,higher = better,True,41,119,Outcome ~ Group*Time + VerbalStatus + (1|participant)
BS_T,Behavioural sample,Intervention,T2 - T1,6.825429806648444,2.686582486501845,74.7467495619715,2.5405621606413895,0.013142211104537274,0.03942663331361182,0.24585301803332094,13.405006595263567,3,98.33% per-comparison (= 95% familywise over 3),True,True,higher = better,True,41,119,Outcome ~ Group*Time + VerbalStatus + (1|participant)
BS_T,Behavioural sample,Intervention,T3 - T2,-2.5082798058431734,2.7282967405867646,75.75877757821387,-0.9193574029281459,0.36082667912433775,1.0,-9.187966859997623,4.171407248311277,3,98.33% per-comparison (= 95% familywise over 3),False,False,higher = better,False,41,119,Outcome ~ Group*Time + VerbalStatus + (1|participant)
BS_T,Behavioural sample,Intervention,T3 - T1,4.31715000080527,2.686582486501846,74.74674956104612,1.6069300021480297,0.11228619878678686,0.3368585963603606,-2.2624267878117257,10.896726789422267,3,98.33% per-comparison (= 95% familywise over 3),False,False,higher = better,True,41,119,Outcome ~ Group*Time + VerbalStatus + (1|participant)
JAST_arja,JAST,Control,T2 - T1,0.18040291532311237,0.14900499295788444,74.50079390143655,1.210717250086394,0.2298307196517398,0.6894921589552194,-0.18454555095470426,0.545351381600929,3,98.33% per-comparison (= 95% familywise over 3),False,False,higher = better,True,41,119,Outcome ~ Group*Time + VerbalStatus + (1|participant)
JAST_arja,JAST,Control,T3 - T2,-0.0375457724659678,0.1490049929578844,74.50079389353574,-0.2519766064253964,0.801752971494376,1.0,-0.4024942387446766,0.327402693812741,3,98.33% per-comparison (= 95% familywise over 3),False,False,higher = better,False,41,119,Outcome ~ Group*Time + VerbalStatus + (1|participant)
JAST_arja,JAST,Control,T3 - T1,0.14285714285714457,0.14391140012396048,73.61569467568285,0.992674261622722,0.3241204485883703,0.9723613457651109,-0.2097136254514747,0.49542791116576385,3,98.33% per-comparison (= 95% familywise over 3),False,False,higher = better,True,41,119,Outcome ~ Group*Time + VerbalStatus + (1|participant)
JAST_arja,JAST,Intervention,T2 - T1,0.8698143234056639,0.15009837307846277,74.07480478374143,5.794961701223604,1.5597797415953662e-07,4.6793392247860985e-07,0.5021391699541493,1.2374894768571785,3,98.33% per-comparison (= 95% familywise over 3),True,True,higher = better,True,41,119,Outcome ~ Group*Time + VerbalStatus + (1|participant)
JAST_arja,JAST,Intervention,T3 - T2,-0.012042143374531467,0.15278021063220937,74.59336840094392,-0.07882004694652989,0.9373868222636057,1.0,-0.38622630570707633,0.3621420189580134,3,98.33% per-comparison (= 95% familywise over 3),False,False,higher = better,False,41,119,Outcome ~ Group*Time + VerbalStatus + (1|participant)
