outcome,family,contrast,scoring,unadj_estimate,unadj_se,unadj_df,unadj_t,unadj_p,unadj_ci_lo,unadj_ci_hi,unadj_d,adj_estimate,adj_se,adj_df,adj_t,adj_p,adj_ci_lo,adj_ci_hi,adj_d,unadj_F,unadj_num_df,unadj_den_df,adj_F,adj_num_df,adj_den_df
GARS_er,GARS-3,Group difference at T2,lower = better,-5.282013909011447,1.651396643230185,52.71307105411116,-3.1985131680294914,0.0023382635645589275,-8.594717041608986,-1.969310776413907,-0.9168515340931801,-5.380987481094863,1.4997372889926985,54.84085454135393,-3.587953383961676,0.0007108253685677344,-8.386724227467338,-2.3752507347223877,-0.9340313584864001,,,,,,
GARS_er,GARS-3,Group difference at T3,lower = better,-6.656048806743664,1.6460813104735366,52.11212391336428,-4.043572309820397,0.00017443534837348243,-9.95898345350314,-3.353114159984187,-1.1553563971216692,-6.7269756004019285,1.4938378073516354,54.1055136981238,-4.503149918482724,3.606951829061575e-05,-9.72180632263812,-3.7321448781657374,-1.167667864053429,,,,,,
GARS_er,GARS-3,Treatment difference in change T1->T2,lower = better,-5.810152437150073,1.0018179369364735,76.89355056465445,-5.799609113525487,1.3977614083736129e-07,-7.805070880729064,-3.8152339935710824,-1.0085257757894195,-5.833359127431233,1.0000216399532351,77.3702532979459,-5.833232896544143,1.19753439398945e-07,-7.824504549681334,-3.842213705181132,-1.012553991154246,,,,,,
GARS_er,GARS-3,Treatment difference in change T1->T3,lower = better,-7.18418733488229,0.9930317145922399,76.81481401002443,-7.234600093142314,3.0132503719530854e-10,-9.161642180580111,-5.2067324891844695,-1.2470306388179087,-7.179347246738299,0.9912950245996871,77.27831499057787,-7.242392091736284,2.83265138821225e-10,-9.153154377644608,-5.20554011583199,-1.2461904967212751,,,,,,
GARS_er,GARS-3,Omnibus Group x Time (2 df),,,,,,3.2318532617131035e-10,,,,,,,,2.8788089732932975e-10,,,,29.4536212171257,2.0,76.6796727256573,29.605640006084,2.0,77.11811326053372
ACSF_tp,ACSF:SC,Group difference at T1,lower = better,0.209956709956711,0.22349489235961634,50.293227155596824,0.9394250926275236,0.3520026446387571,-0.23888115415751776,0.6587945740709398,0.28487614991252386,0.19629173752703855,0.1829633585562973,56.23325217498737,1.0728472579204438,0.2879222005598372,-0.17019436622203854,0.5627778412761156,0.26633506715680483,,,,,,
ACSF_tp,ACSF:SC,Group difference at T2,lower = better,-0.038720914750203006,0.22603084307467922,52.283608483050415,-0.17130810213104347,0.8646428061766178,-0.4922264287531465,0.41478459925274047,-0.052537807043190936,-0.05453371296809206,0.18593215861909101,59.05561824311577,-0.2932989826671796,0.7703218556204876,-0.4265757717297655,0.3175083457935814,-0.07399313026951046,,,,,,
ACSF_tp,ACSF:SC,Group difference at T3,lower = better,-0.045970006819113785,0.22528669184287167,51.66933522080365,-0.20405114231592517,0.8391151245494375,-0.4981097007322273,0.40616968709399975,-0.06237361290706877,-0.058835088585094564,0.18503181319185713,58.13243025923647,-0.31797282624090817,0.7516450013215853,-0.4291985403177648,0.31152836314757565,-0.07982937777668432,,,,,,
ACSF_tp,ACSF:SC,Treatment difference in change T1->T2,lower = better,-0.248677624706914,0.13873086608075047,76.20079105047037,-1.792518361142266,0.07701886433336674,-0.5249723169500509,0.027617067536222784,-0.3374139569557148,-0.2508254504951306,0.1382205165365935,77.26172182616764,-1.8146759741613703,0.07345506232427607,-0.5260427834295638,0.024391882439302626,-0.3403281974263153,,,,,,
ACSF_tp,ACSF:SC,Treatment difference in change T1->T3,lower = better,-0.2559267167758248,0.1375151071845195,76.11931419923181,-1.8610807351691119,0.0665940204733779,-0.529804846678497,0.017951413126847393,-0.34724976281959263,-0.2551268261121331,0.13702659977202045,77.14241355570886,-1.8618781064158583,0.06642877652464076,-0.5279736067066703,0.017719954482404043,-0.34616444493348913,,,,,,
ACSF_tp,ACSF:SC,Omnibus Group x Time (2 df),,,,,,0.1137899046292522,,,,,,,,0.11069143645005977,,,,2.2367737393789273,2.0,75.98050455150069,2.265178939787946,2.0,76.953994415075
ACSF_cc,ACSF:SC,Group difference at T1,lower = better,0.19264069264068534,0.2344554795620711,51.881097528367754,0.8216514836868402,0.41503528194068406,-0.27785431261318333,0.663135697894554,0.22239144116287415,0.18142580162600597,0.21098261500452828,54.672827672401105,0.8599087731570303,0.393594400143373,-0.24144968685264512,0.604301290104657,0.2094445619700594,,,,,,
ACSF_cc,ACSF:SC,Group difference at T2,lower = better,-0.3192097053762853,0.23739547745805706,54.09206606889591,-1.344632630723486,0.18435542570997634,-0.7951404293294756,0.156721018576905,-0.36850732541861564,-0.33062290445740006,0.21417927509276924,57.30862245537105,-1.543673655232023,0.1281718933651232,-0.7594594544477763,0.09821364553297618,-0.38168313867559023,,,,,,
ACSF_cc,ACSF:SC,Group difference at T3,lower = better,-0.29861606719787664,0.23652872227010507,53.40269068021424,-1.2624938922084508,0.2122565326869641,-0.7729491085820926,0.17571697418633936,-0.34473327845842616,-0.30711690213590503,0.21321435315593204,56.4552156674663,-1.4404138257582424,0.15527344001542842,-0.7341605891809158,0.11992678490910569,-0.3545469523351186,,,,,,
ACSF_cc,ACSF:SC,Treatment difference in change T1->T2,lower = better,-0.5118503980169706,0.15372700047131113,76.38191145869732,-3.329606357033508,0.0013410083685695834,-0.8179994990200846,-0.20570129701385664,-0.5908987665814898,-0.512048706083406,0.15329101268362127,77.18403502643127,-3.3403700394375244,0.0012911176167776654,-0.817278494447134,-0.20681891771967809,-0.5911277006456496,,,,,,
ACSF_cc,ACSF:SC,Treatment difference in change T1->T3,lower = better,-0.491256759838562,0.15238508593394604,76.28992159456745,-3.223785036624291,0.0018625470950109433,-0.7947393103529168,-0.1877742093242072,-0.5671247196213003,-0.488542703761911,0.1519617020270899,77.07505731138855,-3.21490676430315,0.001907067524196041,-0.791132408335909,-0.18595299918791297,-0.563991514305178,,,,,,
ACSF_cc,ACSF:SC,Omnibus Group x Time (2 df),,,,,,0.0013731777238124724,,,,,,,,0.0013557499733857746,,,,7.1955134966515715,2.0,76.13885995241648,7.20436807412149,2.0,76.89637025708113
