outcome,model,quantity,term,spss,python,abs_diff,rel_diff
JAST_aija,A_unadjusted,EMM contrast CI lower,group diff at T2,0.75971786223111,0.7597181277792566,2.655481465829723e-07,3.495352153536588e-07
JAST_aija,A_unadjusted,EMM contrast CI upper,group diff at T2,2.1349526393297,2.1349523722025854,2.671271146503784e-07,1.2512086204134577e-07
JAST_aija,A_unadjusted,EMM contrast estimate,group diff at T3,1.417920457881,1.4179204586788217,7.978215865733773e-10,5.626701992618651e-10
JAST_aija,A_unadjusted,EMM contrast SE,group diff at T3,0.33999073370118,0.3399907336951851,5.994871266068458e-12,1.7632454863718104e-11
JAST_aija,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T3,73.419302205331,73.42110502965569,0.001802824324698804,2.4555181955514425e-05
JAST_aija,A_unadjusted,EMM contrast p,group diff at T3,8.2273929022067e-05,8.227217625664008e-05,1.75276542692599e-09,2.1304019970358705e-05
JAST_aija,A_unadjusted,EMM contrast CI lower,group diff at T3,0.74038509167963,0.7403853711404972,2.794608672251897e-07,3.774533960309866e-07
JAST_aija,A_unadjusted,EMM contrast CI upper,group diff at T3,2.0954558240824,2.095455546217146,2.778652539170423e-07,1.3260372789711256e-07
JAST_aija,B_verbal_adjusted,EMM contrast estimate,group diff at T1,0.08604572871767,0.086045728716237,1.4329926134593052e-12,1.6653849468358698e-11
JAST_aija,B_verbal_adjusted,EMM contrast SE,group diff at T1,0.33122588074772,0.331225881723711,9.759909547213397e-10,2.946602338313981e-09
JAST_aija,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T1,71.726540897466,71.7266604461031,0.00011954863710172958,1.6667280424498079e-06
JAST_aija,B_verbal_adjusted,EMM contrast p,group diff at T1,0.7957780072131,0.7957780065665299,6.465701307689642e-10,8.125006282007242e-10
JAST_aija,B_verbal_adjusted,EMM contrast CI lower,group diff at T1,-0.57428400816803,-0.5742839912391564,1.6928873636246067e-08,2.947822574800453e-08
JAST_aija,B_verbal_adjusted,EMM contrast CI upper,group diff at T1,0.74637546560337,0.7463754486716305,1.6931739454939532e-08,2.268528406309807e-08
JAST_aija,B_verbal_adjusted,EMM contrast estimate,group diff at T2,1.4596963024714,1.4596963027795855,3.0818547713806765e-10,2.1112986079109834e-10
JAST_aija,B_verbal_adjusted,EMM contrast SE,group diff at T2,0.33945727029849,0.3394572712219198,9.234298325999646e-10,2.720312432218578e-09
JAST_aija,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T2,75.926152374321,75.9262727155617,0.00012034124068804886,1.5849774672468387e-06
JAST_aija,B_verbal_adjusted,EMM contrast p,group diff at T2,5.0157427032404e-05,5.0157354643255146e-05,7.238914885408657e-11,1.4432388808006412e-06
JAST_aija,B_verbal_adjusted,EMM contrast CI lower,group diff at T2,0.78359792062084,0.7835979364365706,1.5815730614043844e-08,2.0183477007587175e-08
JAST_aija,B_verbal_adjusted,EMM contrast CI upper,group diff at T2,2.1357946843219,2.1357946691226006,1.5199299152612866e-08,7.116460802241644e-09
JAST_aija,B_verbal_adjusted,EMM contrast estimate,group diff at T3,1.4292323810344,1.4292323805898786,4.4452153069585165e-10,3.1102117234016997e-10
JAST_aija,B_verbal_adjusted,EMM contrast SE,group diff at T3,0.33408264686208,0.3340826478196781,9.575981119169796e-10,2.8663509491180088e-09
JAST_aija,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T3,73.201361055595,73.20148082465549,0.00011976906048971614,1.6361589287766642e-06
JAST_aija,B_verbal_adjusted,EMM contrast p,group diff at T3,5.6199663541342e-05,5.61995794062158e-05,8.413512620023553e-11,1.4970752651987577e-06
JAST_aija,B_verbal_adjusted,EMM contrast CI lower,group diff at T3,0.76343748070021,0.7634374966481146,1.594790455250461e-08,2.088960125179799e-08
JAST_aija,B_verbal_adjusted,EMM contrast CI upper,group diff at T3,2.0950272813686,2.095027264531643,1.6836957161814325e-08,8.036629074737105e-09
GARS_rr,A_unadjusted,EMM contrast estimate,group diff at T1,-0.64285714285748,-0.6428571428571637,3.163025397157071e-13,4.920261728908419e-13
GARS_rr,A_unadjusted,EMM contrast SE,group diff at T1,1.8417519473327,1.8417519253564356,2.1976264363843256e-08,1.1932260691061125e-08
GARS_rr,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T1,53.266023187895,53.26832958317054,0.00230639527553933,4.329955828321479e-05
GARS_rr,A_unadjusted,EMM contrast p,group diff at T1,0.72843043901963,0.7284303764907802,6.252884976465367e-08,8.584052287656889e-08
GARS_rr,A_unadjusted,EMM contrast CI lower,group diff at T1,-4.3365131106964,-4.336509352376246,3.758320153757211e-06,8.666686939068571e-07
GARS_rr,A_unadjusted,EMM contrast CI upper,group diff at T1,3.0507988249815,3.0507950666619186,3.7583195813262193e-06,1.2319132781064349e-06
GARS_rr,A_unadjusted,EMM contrast estimate,group diff at T2,-6.3747334091373,-6.374733409187076,4.977618317525412e-11,7.808355264536527e-12
GARS_rr,A_unadjusted,EMM contrast SE,group diff at T2,1.8652894734831,1.865289451214724,2.22683760320308e-08,1.1938295019940537e-08
GARS_rr,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T2,55.52835129612,55.53073601167706,0.0023847155570564382,4.29459096370302e-05
GARS_rr,A_unadjusted,EMM contrast p,group diff at T2,0.0011893451444686,0.001189316426121,2.8718347599944113e-08,2.4146352918248545e-05
GARS_rr,A_unadjusted,EMM contrast CI lower,group diff at T2,-10.112057743869,-10.112054126863953,3.6170050474737536e-06,3.5769228569395435e-07
GARS_rr,A_unadjusted,EMM contrast CI upper,group diff at T2,-2.637409074406,-2.637412691510201,3.6171042010479937e-06,1.371461195060399e-06
GARS_rr,A_unadjusted,EMM contrast estimate,group diff at T3,-6.8542161097708,-6.854216109818541,4.774136641572113e-11,6.9652554940111994e-12
GARS_rr,A_unadjusted,EMM contrast SE,group diff at T3,1.8583436297368,1.8583436075547453,2.218205463755396e-08,1.1936465507563658e-08
GARS_rr,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T3,54.821825840211,54.82418631591037,0.0023604756993691467,4.305722516884457e-05
GARS_rr,A_unadjusted,EMM contrast p,group diff at T3,0.00051971632997908,0.0005197000845614,1.6245417680028386e-08,3.125823981840691e-05
GARS_rr,A_unadjusted,EMM contrast CI lower,group diff at T3,-10.578692045856,-10.578688385091231,3.660764768653735e-06,3.460507927431132e-07
GARS_rr,A_unadjusted,EMM contrast CI upper,group diff at T3,-3.1297401736856,-3.1297438345458506,3.660860250498388e-06,1.169701012652222e-06
GARS_rr,B_verbal_adjusted,EMM contrast estimate,group diff at T1,-0.72820836797195,-0.7282083680251876,5.323763652143043e-11,7.310769672929809e-11
GARS_rr,B_verbal_adjusted,EMM contrast SE,group diff at T1,1.6694658157484,1.669465833616149,1.786774905809807e-08,1.0702674406117259e-08
GARS_rr,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T1,55.620646052441,55.62491440781356,0.00426835537255954,7.674048533228456e-05
GARS_rr,B_verbal_adjusted,EMM contrast p,group diff at T1,0.66438555498215,0.6643854291169706,1.2586517939006114e-07,1.8944599027810403e-07
GARS_rr,B_verbal_adjusted,EMM contrast CI lower,group diff at T1,-4.0730536931306,-4.073048025614969,5.667515631024855e-06,1.3914659756593417e-06
GARS_rr,B_verbal_adjusted,EMM contrast CI upper,group diff at T1,2.6166369571867,2.6166312895645936,5.667622106297898e-06,2.165994824284486e-06
GARS_rr,B_verbal_adjusted,EMM contrast estimate,group diff at T2,-6.4674342009724,-6.46743420567728,4.7048791529391565e-09,7.274722875776243e-10
GARS_rr,B_verbal_adjusted,EMM contrast SE,group diff at T2,1.6949436277383,1.6949436446371944,1.6898894283912114e-08,9.970180723037775e-09
GARS_rr,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T2,58.278023061281,58.28250390110944,0.004480839828445937,7.688729975850771e-05
GARS_rr,B_verbal_adjusted,EMM contrast p,group diff at T2,0.00033076675181177,0.000330747189771,1.9562040769964106e-08,5.914149672787037e-05
GARS_rr,B_verbal_adjusted,EMM contrast CI lower,group diff at T2,-9.8598879126408,-9.859882425074913,5.487565887918322e-06,5.565545913440888e-07
GARS_rr,B_verbal_adjusted,EMM contrast CI upper,group diff at T2,-3.074980489304,-3.074985986279649,5.496975648888736e-06,1.7876456998700948e-06
GARS_rr,B_verbal_adjusted,EMM contrast estimate,group diff at T3,-6.9188688126787,-6.918868818938295,6.2595946204169195e-09,9.047135868433186e-10
GARS_rr,B_verbal_adjusted,EMM contrast SE,group diff at T3,1.6872494340458,1.6872494512620029,1.7216202907732736e-08,1.0203709398467878e-08
GARS_rr,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T3,57.417099986973,57.42151231370936,0.004412326736357386,7.684691036918393e-05
GARS_rr,B_verbal_adjusted,EMM contrast p,group diff at T3,0.00013129099321401,0.0001312811111767,9.882037310004381e-09,7.526820437633702e-05
GARS_rr,B_verbal_adjusted,EMM contrast CI lower,group diff at T3,-10.296995681491,-10.296990138224103,5.543266896168575e-06,5.383382753216725e-07
GARS_rr,B_verbal_adjusted,EMM contrast CI upper,group diff at T3,-3.5407419438666,-3.5407474996524853,5.555785885125175e-06,1.5691021749690362e-06
GARS_si,A_unadjusted,EMM contrast estimate,group diff at T1,1.0,0.999999999999902,9.803269307440132e-14,9.803269307440132e-14
GARS_si,A_unadjusted,EMM contrast SE,group diff at T1,2.0154861197839,2.015486133474954,1.3691054068232233e-08,6.792928978196181e-09
GARS_si,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T1,46.35517034391,46.35724384281282,0.0020734989028241557,4.473069319864048e-05
GARS_si,A_unadjusted,EMM contrast p,group diff at T1,0.62212729944167,0.6221271972965148,1.0214515522299905e-07,1.6418690405431417e-07
GARS_si,A_unadjusted,EMM contrast CI lower,group diff at T1,-3.0561244835795,-3.056119653727836,4.829851663945561e-06,1.5803844672873322e-06
GARS_si,A_unadjusted,EMM contrast CI upper,group diff at T1,5.0561244835795,5.05611965372764,4.829851859788903e-06,9.552478139085677e-07
GARS_si,A_unadjusted,EMM contrast estimate,group diff at T2,-3.2598164961648,-3.2598164977039734,1.5391732333114305e-09,4.721656065984941e-10
GARS_si,A_unadjusted,EMM contrast SE,group diff at T2,2.0316609821779,2.0316609956335325,1.3455632608128099e-08,6.622971414110601e-09
GARS_si,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T2,47.734450611419,47.73658912260135,0.0021385111823519765,4.480016329842086e-05
GARS_si,A_unadjusted,EMM contrast p,group diff at T2,0.11519880499035,0.1151985125320921,2.9245825790280566e-07,2.5387264904987894e-06
GARS_si,A_unadjusted,EMM contrast CI lower,group diff at T2,-7.3453318359274,-7.345327109340904,4.72658649641744e-06,6.434816836046556e-07
GARS_si,A_unadjusted,EMM contrast CI upper,group diff at T2,0.82569884359774,0.8256941139329572,4.729664782820997e-06,5.728074853796419e-06
GARS_si,A_unadjusted,EMM contrast estimate,group diff at T3,-3.5923485508833,-3.592348552297884,1.4145840054879955e-09,3.9377693602147045e-10
GARS_si,A_unadjusted,EMM contrast SE,group diff at T3,2.0269733074924,2.02697332101912,1.3526720188394847e-08,6.6733588145415504e-09
GARS_si,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T3,47.320379181354,47.32249818908689,0.002119007732893863,4.478002436905305e-05
GARS_si,A_unadjusted,EMM contrast p,group diff at T3,0.082787426432471,0.0827871398818745,2.865505965010673e-07,3.46128160820175e-06
GARS_si,A_unadjusted,EMM contrast CI lower,group diff at T3,-7.6693642215345,-7.66935946448068,4.757053820192425e-06,6.202670368471071e-07
GARS_si,A_unadjusted,EMM contrast CI upper,group diff at T3,0.48466711976795,0.4846623598849127,4.75988303733077e-06,9.82093243628682e-06
GARS_si,B_verbal_adjusted,EMM contrast estimate,group diff at T1,0.90718639760718,0.907186397708653,1.014729411608073e-10,1.1185456641375482e-10
GARS_si,B_verbal_adjusted,EMM contrast SE,group diff at T1,1.8293114386121,1.8293114070954573,3.151664285105937e-08,1.722869172838665e-08
GARS_si,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T1,47.208452875898,47.21119031491226,0.002737439014261156,5.798620474721678e-05
GARS_si,B_verbal_adjusted,EMM contrast p,group diff at T1,0.62225405928798,0.6222539203002926,1.3898768747022672e-07,2.233616404676647e-07
GARS_si,B_verbal_adjusted,EMM contrast CI lower,group diff at T1,-2.7724846336834,-2.772478963606697,5.670076702823934e-06,2.0451246632486913e-06
GARS_si,B_verbal_adjusted,EMM contrast CI upper,group diff at T1,4.5868574288978,4.586851759024004,5.6698737962435075e-06,1.2361129344292594e-06
GARS_si,B_verbal_adjusted,EMM contrast estimate,group diff at T2,-3.3553456226757,-3.3553456200062914,2.6694086940892703e-09,7.955689202474964e-10
GARS_si,B_verbal_adjusted,EMM contrast SE,group diff at T2,1.8469610987067,1.846961067540424,3.116627600441291e-08,1.687435432518666e-08
GARS_si,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T2,48.849497599717,48.8523267472924,0.0028291475754045337,5.7915592061706773e-05
GARS_si,B_verbal_adjusted,EMM contrast p,group diff at T2,0.075403426975613,0.0754030663661294,3.6060948360727707e-07,4.782401782930973e-06
GARS_si,B_verbal_adjusted,EMM contrast CI lower,group diff at T2,-7.0672421804493,-7.067236660602696,5.519846603796452e-06,7.810467595219056e-07
GARS_si,B_verbal_adjusted,EMM contrast CI upper,group diff at T2,0.35655093509801,0.356545420590113,5.514507896986487e-06,1.5466255600958216e-05
GARS_si,B_verbal_adjusted,EMM contrast estimate,group diff at T3,-3.6711609054803,-3.671160902331368,3.1489322260824792e-09,8.577483545822688e-10
GARS_si,B_verbal_adjusted,EMM contrast SE,group diff at T3,1.8417511106147,1.8417510793378515,3.1276848444505845e-08,1.698212546974761e-08
GARS_si,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T3,48.343539587052,48.34634056750848,0.0028009804564774754,5.793908514774269e-05
GARS_si,B_verbal_adjusted,EMM contrast p,group diff at T3,0.051888246212556,0.0518879120440682,3.341684877977702e-07,6.44015768867724e-06
GARS_si,B_verbal_adjusted,EMM contrast CI lower,group diff at T3,-7.3735700008834,-7.373564433727351,5.567156049046673e-06,7.550150128607571e-07
GARS_si,B_verbal_adjusted,EMM contrast CI upper,group diff at T3,0.031248189922838,0.0312426290646166,5.5608582213984015e-06,0.00017795777083824628
GARS_sc,A_unadjusted,EMM contrast estimate,group diff at T1,-0.87445887445831,-0.8744588744588953,5.8519855627992e-13,6.692122103997464e-13
GARS_sc,A_unadjusted,EMM contrast SE,group diff at T1,1.221900586964,1.221900597059881,1.0095881020077968e-08,8.262440600967986e-09
GARS_sc,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T1,47.970572558837,47.97160462957476,0.0010320707377644567,2.151466373470107e-05
GARS_sc,A_unadjusted,EMM contrast p,group diff at T1,0.47767377660829,0.4776737058974004,7.071088964361039e-08,1.4803175955291326e-07
GARS_sc,A_unadjusted,EMM contrast CI lower,group diff at T1,-3.3312936005544,-3.331292254488764,1.3460656358432743e-06,4.040669473321894e-07
GARS_sc,A_unadjusted,EMM contrast CI upper,group diff at T1,1.5823758516378,1.5823745055709733,1.3460668266684905e-06,8.506618862233499e-07
GARS_sc,A_unadjusted,EMM contrast estimate,group diff at T2,-2.8694597728958,-2.8694597752244797,2.32867991556418e-09,8.115394882201552e-10
GARS_sc,A_unadjusted,EMM contrast SE,group diff at T2,1.2319504179964,1.2319504277449418,9.748541751619655e-09,7.913095859388834e-09
GARS_sc,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T2,49.399251136391,49.40030740124134,0.0010562648503409378,2.1382203698282745e-05
GARS_sc,A_unadjusted,EMM contrast p,group diff at T2,0.023980409014548,0.0239803191477388,8.986680919906287e-08,3.747509441750727e-06
GARS_sc,A_unadjusted,EMM contrast CI lower,group diff at T2,-5.3446508121195,-5.344649506427267,1.3056922334442334e-06,2.442988848744717e-07
GARS_sc,A_unadjusted,EMM contrast CI upper,group diff at T2,-0.39426873367225,-0.3942700440216913,1.3103494412858296e-06,3.3234931643732737e-06
GARS_sc,A_unadjusted,EMM contrast estimate,group diff at T3,-2.261406644359,-2.261406646905778,2.546777899681274e-09,1.1261919239664935e-09
GARS_sc,A_unadjusted,EMM contrast SE,group diff at T3,1.2290357404621,1.2290357503151428,9.853042826080127e-09,8.016888770358723e-09
GARS_sc,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T3,48.969830567117,48.97087958651864,0.0010490194016412602,2.1421748645903453e-05
GARS_sc,A_unadjusted,EMM contrast p,group diff at T3,0.071835429217211,0.0718353008850219,1.2833218911156852e-07,1.7864748705478813e-06
GARS_sc,A_unadjusted,EMM contrast CI lower,group diff at T3,-4.7312849231504,-4.731283606377048,1.316773352577627e-06,2.783119964165745e-07
GARS_sc,A_unadjusted,EMM contrast CI upper,group diff at T3,0.20847163443239,0.2084703125654914,1.321866898607027e-06,6.340751835165015e-06
GARS_sc,B_verbal_adjusted,EMM contrast estimate,group diff at T1,-0.91887703624234,-0.9188770362524376,1.0097589431268261e-11,1.0989054065994935e-11
GARS_sc,B_verbal_adjusted,EMM contrast SE,group diff at T1,1.1582176622299,1.1582176653888685,3.1589684201804857e-09,2.7274393433947197e-09
GARS_sc,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T1,47.817221127387,47.8198428963068,0.0026217689198020366,5.4828968685100684e-05
GARS_sc,B_verbal_adjusted,EMM contrast p,group diff at T1,0.43149062653862,0.4314904138641767,2.1267444333394891e-07,4.928831132208008e-07
GARS_sc,B_verbal_adjusted,EMM contrast CI lower,group diff at T1,-3.2478597099994,-3.2478564047289837,3.3052704164759916e-06,1.0176764736173294e-06
GARS_sc,B_verbal_adjusted,EMM contrast CI upper,group diff at T1,1.4101056375147,1.410102332224108,3.305290592114929e-06,2.344002111742832e-06
GARS_sc,B_verbal_adjusted,EMM contrast estimate,group diff at T2,-2.9158047583267,-2.9158047599946784,1.6679782000039722e-09,5.720472865135109e-10
GARS_sc,B_verbal_adjusted,EMM contrast SE,group diff at T2,1.1687930709634,1.1687930738139656,2.8505655613741965e-09,2.4388966979625943e-09
GARS_sc,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T2,49.37677246001,49.37946664978137,0.0026941897713683716,5.4563910056097374e-05
GARS_sc,B_verbal_adjusted,EMM contrast p,group diff at T2,0.015998484045127,0.0159982912183913,1.9282673570028552e-07,1.2052812951300776e-05
GARS_sc,B_verbal_adjusted,EMM contrast CI lower,group diff at T2,-5.2641291161581,-5.264125907971279,3.208186820202741e-06,6.09443034053876e-07
GARS_sc,B_verbal_adjusted,EMM contrast CI upper,group diff at T2,-0.56748040049521,-0.5674836120180773,3.21152286730797e-06,5.659266583489835e-06
GARS_sc,B_verbal_adjusted,EMM contrast estimate,group diff at T3,-2.2991744479513,-2.2991744500976896,2.1463897326157166e-09,9.335480109081225e-10
GARS_sc,B_verbal_adjusted,EMM contrast SE,group diff at T3,1.1656774797221,1.1656774826668816,2.9447817517791464e-09,2.5262405794106866e-09
GARS_sc,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T3,48.898237015025,48.900909140347295,0.002672125322291663,5.4646659785926365e-05
GARS_sc,B_verbal_adjusted,EMM contrast p,group diff at T3,0.054233714383284,0.0542334027771612,3.1160612279368394e-07,5.745616473758022e-06
GARS_sc,B_verbal_adjusted,EMM contrast CI lower,group diff at T3,-4.6418143637043,-4.641811126922388,3.236781911830633e-06,6.973096419236354e-07
GARS_sc,B_verbal_adjusted,EMM contrast CI upper,group diff at T3,0.043465467801633,0.0434622267270081,3.2410746248975886e-06,7.456665690771241e-05
GARS_er,A_unadjusted,EMM contrast estimate,group diff at T1,0.52813852813835,0.5281385281386264,2.7633451082920146e-13,5.232235409964513e-13
GARS_er,A_unadjusted,EMM contrast SE,group diff at T1,1.6332656463481,1.63326563530262,1.1045479864080221e-08,6.76281895035101e-09
GARS_er,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T1,50.756977151104,50.76119785827253,0.004220707168528293,8.315521146902045e-05
GARS_er,A_unadjusted,EMM contrast p,group diff at T1,0.74774849210081,0.74774838029699,1.118038199798832e-07,1.4952062245658134e-07
GARS_er,A_unadjusted,EMM contrast CI lower,group diff at T1,-2.7511602997846,-2.7511536248104465,6.674974153408897e-06,2.426239632031441e-06
GARS_er,A_unadjusted,EMM contrast CI upper,group diff at T1,3.8074373560613,3.807430681087699,6.67497360096192e-06,1.7531407549846112e-06
GARS_er,A_unadjusted,EMM contrast estimate,group diff at T2,-5.2820139086621,-5.282013909011447,3.4934632964223056e-10,6.613885076472995e-11
GARS_er,A_unadjusted,EMM contrast SE,group diff at T2,1.6513966538979,1.651396643230185,1.0667714933632055e-08,6.459813823924342e-09
GARS_er,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T2,52.70865468525,52.71307105411116,0.0044163688611575935,8.378830549802424e-05
GARS_er,A_unadjusted,EMM contrast p,group diff at T2,0.0023383557414611,0.0023382635645589,9.217690219963381e-08,3.941953765428264e-05
GARS_er,A_unadjusted,EMM contrast CI lower,group diff at T2,-8.5947235781582,-8.594717041608986,6.5365492147861914e-06,7.605304760932097e-07
GARS_er,A_unadjusted,EMM contrast CI upper,group diff at T2,-1.969304239166,-1.969310776413907,6.537247907001387e-06,3.3195723530102744e-06
GARS_er,A_unadjusted,EMM contrast estimate,group diff at T3,-6.6560488072924,-6.656048806743664,5.487361676159708e-10,8.244172834411501e-11
GARS_er,A_unadjusted,EMM contrast SE,group diff at T3,1.6460813212582,1.6460813104735366,1.0784663384555415e-08,6.5517196782914965e-09
GARS_er,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T3,52.107767837152,52.11212391336428,0.004356076212282289,8.359744416410172e-05
GARS_er,A_unadjusted,EMM contrast p,group diff at T3,0.00017445000123769,0.0001744353483734,1.4652864290003913e-08,8.399463563224186e-05
GARS_er,A_unadjusted,EMM contrast CI lower,group diff at T3,-9.958990033583,-9.95898345350314,6.58007985876452e-06,6.607175864797176e-07
GARS_er,A_unadjusted,EMM contrast CI upper,group diff at T3,-3.3531075810017,-3.353114159984187,6.57898248679345e-06,1.9620552958304006e-06
GARS_er,B_verbal_adjusted,EMM contrast estimate,group diff at T1,0.45237164634587,0.4523716463363705,9.49951228790269e-12,2.0999353882227275e-11
GARS_er,B_verbal_adjusted,EMM contrast SE,group diff at T1,1.4800406911522,1.4800406794493524,1.170284757989748e-08,7.907112047566007e-09
GARS_er,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T1,52.528406457903,52.53040740018911,0.002000942286109364,3.809257544701926e-05
GARS_er,B_verbal_adjusted,EMM contrast p,group diff at T1,0.76108060170239,0.7610805539852021,4.771718786766854e-08,6.269662866315923e-08
GARS_er,B_verbal_adjusted,EMM contrast CI lower,group diff at T1,-2.5168363189231,-2.51683363103568,2.6878874201941017e-06,1.0679627435383604e-06
GARS_er,B_verbal_adjusted,EMM contrast CI upper,group diff at T1,3.4215796116148,3.4215769237084204,2.6879063796947378e-06,7.855747008108316e-07
GARS_er,B_verbal_adjusted,EMM contrast estimate,group diff at T2,-5.3809874813844,-5.380987481094863,2.895372830380438e-10,5.3807462671062145e-11
GARS_er,B_verbal_adjusted,EMM contrast SE,group diff at T2,1.4997373009885,1.4997372889926983,1.199580168531611e-08,7.998601940092769e-09
GARS_er,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T2,54.838755793764,54.84085454135393,0.00209874758992612,3.827124739698743e-05
GARS_er,B_verbal_adjusted,EMM contrast p,group diff at T2,0.00071084341726006,0.0007108253685677,1.8048692359998002e-08,2.5390531756721524e-05
GARS_er,B_verbal_adjusted,EMM contrast CI lower,group diff at T2,-8.3867268450764,-8.386724227467338,2.6176090610618985e-06,3.121133082566794e-07
GARS_er,B_verbal_adjusted,EMM contrast CI upper,group diff at T2,-2.3752481176924,-2.375250734722388,2.6170299882721793e-06,1.101792258576622e-06
GARS_er,B_verbal_adjusted,EMM contrast estimate,group diff at T3,-6.7269756002137,-6.7269756004019285,1.8822898795178844e-10,2.7981220557096843e-11
GARS_er,B_verbal_adjusted,EMM contrast SE,group diff at T3,1.4938378192575,1.4938378073516354,1.190586451649267e-08,7.969984668356023e-09
GARS_er,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T3,54.103446105892,54.1055136981238,0.0020675922318034168,3.821553672859761e-05
GARS_er,B_verbal_adjusted,EMM contrast p,group diff at T3,3.607140964204e-05,3.606951829061575e-05,1.8913514242521246e-09,5.243353234656565e-05
GARS_er,B_verbal_adjusted,EMM contrast CI lower,group diff at T3,-9.7218089622416,-9.72180632263812,2.6396034797926404e-06,2.715136133660474e-07
GARS_er,B_verbal_adjusted,EMM contrast CI upper,group diff at T3,-3.7321422381857,-3.732144878165738,2.6399800376886162e-06,7.073631896119761e-07
ACSF_tp,A_unadjusted,EMM contrast estimate,group diff at T1,0.20995670995672,0.209956709956711,8.992806499463768e-15,4.283171755414497e-14
ACSF_tp,A_unadjusted,EMM contrast SE,group diff at T1,0.22349489444108,0.2234948923596163,2.081463695846608e-09,9.313249419195769e-09
ACSF_tp,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T1,50.291286361701,50.29322715559682,0.0019407938958195814,3.859105694495777e-05
ACSF_tp,A_unadjusted,EMM contrast p,group diff at T1,0.35200282152812,0.3520026446387571,1.7688936293502877e-07,5.025225711746115e-07
ACSF_tp,A_unadjusted,EMM contrast CI lower,group diff at T1,-0.23888158494147,-0.2388811541575177,4.307839522876833e-07,1.803336797155095e-06
ACSF_tp,A_unadjusted,EMM contrast CI upper,group diff at T1,0.65879500485491,0.6587945740709398,4.307839702732963e-07,6.53896837557489e-07
ACSF_tp,A_unadjusted,EMM contrast estimate,group diff at T2,-0.038720914784058,-0.038720914750203,3.3855002135041445e-11,8.743337373057124e-10
ACSF_tp,A_unadjusted,EMM contrast SE,group diff at T2,0.22603084516484,0.2260308430746792,2.0901608221990386e-09,9.247237122326044e-09
ACSF_tp,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T2,52.281611048292,52.283608483050415,0.001997434758415295,3.820530236855717e-05
ACSF_tp,A_unadjusted,EMM contrast p,group diff at T2,0.86464283249909,0.8646428061766178,2.632247220191175e-08,3.044317400496054e-08
ACSF_tp,A_unadjusted,EMM contrast CI lower,group diff at T2,-0.49222684310786,-0.4922264287531465,4.143547135404546e-07,8.417962558162608e-07
ACSF_tp,A_unadjusted,EMM contrast CI upper,group diff at T2,0.41478501353974,0.4147845992527404,4.142869995948928e-07,9.987993444107413e-07
ACSF_tp,A_unadjusted,EMM contrast estimate,group diff at T3,-0.045970006826933,-0.0459700068191137,7.819300762434978e-12,1.7009570592131801e-10
ACSF_tp,A_unadjusted,EMM contrast SE,group diff at T3,0.22528669393067,0.2252866918428716,2.0877984063805144e-09,9.267295684240526e-09
ACSF_tp,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T3,51.667355036705,51.66933522080365,0.0019801840986559682,3.8325633221387587e-05
ACSF_tp,A_unadjusted,EMM contrast p,group diff at T3,0.8391151566337,0.8391151245494375,3.2084262469034286e-08,3.8235827604100914e-08
ACSF_tp,A_unadjusted,EMM contrast CI lower,group diff at T3,-0.49811012009563,-0.4981097007322273,4.193634026705695e-07,8.41909019214582e-07
ACSF_tp,A_unadjusted,EMM contrast CI upper,group diff at T3,0.40617010644177,0.4061696870939997,4.1934777028629355e-07,1.0324437068004974e-06
ACSF_tp,B_verbal_adjusted,EMM contrast estimate,group diff at T1,0.19629173751629,0.1962917375270385,1.0748485435030375e-11,5.475770692660139e-11
