outcome,model,quantity,term,spss,python,abs_diff,rel_diff
BS_RJA,B_verbal_adjusted,EMM contrast CI lower,group diff at T3,-1.0064359249798,-1.0064354641672977,4.608125023786158e-07,4.57865712998932e-07
BS_RJA,B_verbal_adjusted,EMM contrast CI upper,group diff at T3,2.672316338718,2.672315882294208,4.56423791650451e-07,1.7079706658883538e-07
BS_IJA,A_unadjusted,EMM contrast estimate,group diff at T1,0.84404761904751,0.8440476190476218,1.1179945857975326e-13,1.3245634020734115e-13
BS_IJA,A_unadjusted,EMM contrast SE,group diff at T1,2.673755017313,2.673754979557028,3.775597168242939e-08,1.4120954028306003e-08
BS_IJA,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T1,74.731490653814,74.73455226830912,0.0030616144951096658,4.096819785506865e-05
BS_IJA,A_unadjusted,EMM contrast p,group diff at T1,0.75312627996788,0.7531262406174604,3.935041958946783e-08,5.2249430986721225e-08
BS_IJA,A_unadjusted,EMM contrast CI lower,group diff at T1,-4.4826592104851,-4.4826555454666455,3.665018454945823e-06,8.175991711288723e-07
BS_IJA,A_unadjusted,EMM contrast CI upper,group diff at T1,6.1707544485801,6.170750783561889,3.6650182106967577e-06,5.939335686157604e-07
BS_IJA,A_unadjusted,EMM contrast estimate,group diff at T2,1.727744478919,1.7277444509173776,2.800162235416792e-08,1.6207039117085027e-08
BS_IJA,A_unadjusted,EMM contrast SE,group diff at T2,2.7414805796409,2.7414805441898946,3.5451005242492784e-08,1.2931335536630512e-08
BS_IJA,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T2,78.989675638633,78.99274810247333,0.0030724638403256677,3.8897030725658004e-05
BS_IJA,A_unadjusted,EMM contrast p,group diff at T2,0.53036761020075,0.5303675409537099,6.924704010202731e-08,1.3056423275134872e-07
BS_IJA,A_unadjusted,EMM contrast CI lower,group diff at T2,-3.7290472070025,-3.729043863870364,3.343132136013338e-06,8.965110792203218e-07
BS_IJA,A_unadjusted,EMM contrast CI upper,group diff at T2,7.1845361648405,7.184532765705119,3.399135381165763e-06,4.731182783657441e-07
BS_IJA,A_unadjusted,EMM contrast estimate,group diff at T3,3.066849377982,3.066849388268679,1.0286679064108739e-08,3.354152029102068e-09
BS_IJA,A_unadjusted,EMM contrast SE,group diff at T3,2.6972671799061,2.697267142959105,3.6946994796949184e-08,1.3697936590113932e-08
BS_IJA,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T3,76.233675255624,76.23674276595492,0.0030675103309221186,4.023825849450724e-05
BS_IJA,A_unadjusted,EMM contrast p,group diff at T3,0.25909086644824,0.2590907156015513,1.5084668869569384e-07,5.822153855270283e-07
BS_IJA,A_unadjusted,EMM contrast CI lower,group diff at T3,-2.3049574998618,-2.3049539314291607,3.5684326391560717e-06,1.548155503678496e-06
BS_IJA,A_unadjusted,EMM contrast CI upper,group diff at T3,8.4386562558257,8.438652707966519,3.547859181551871e-06,4.204293994203847e-07
BS_IJA,B_verbal_adjusted,EMM contrast estimate,group diff at T1,0.92164028037241,0.921640280340096,3.231392931013488e-11,3.506132489899171e-11
BS_IJA,B_verbal_adjusted,EMM contrast SE,group diff at T1,2.575326759513,2.575326730544243,2.8968757170844128e-08,1.124857537546893e-08
BS_IJA,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T1,76.733758637961,76.74221811042393,0.008459472462931217,0.00011024446883729511
BS_IJA,B_verbal_adjusted,EMM contrast p,group diff at T1,0.721420800129,0.7214206890300208,1.1109897923855527e-07,1.5400024398893025e-07
BS_IJA,B_verbal_adjusted,EMM contrast CI lower,group diff at T1,-4.2067744164942,-4.206765305365526,9.111128674632596e-06,2.1658229732759327e-06
BS_IJA,B_verbal_adjusted,EMM contrast CI upper,group diff at T1,6.0500549772391,6.050045866045718,9.111193381983185e-06,1.5059686922284818e-06
BS_IJA,B_verbal_adjusted,EMM contrast estimate,group diff at T2,1.8407965010312,1.8407964815182112,1.9512988780334695e-08,1.0600296539787896e-08
BS_IJA,B_verbal_adjusted,EMM contrast SE,group diff at T2,2.6452668503914,2.64526682310308,2.7288320048057813e-08,1.0315904440423531e-08
BS_IJA,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T2,81.051822596121,81.0603244600256,0.008501863904598395,0.00010489417303991976
BS_IJA,B_verbal_adjusted,EMM contrast p,group diff at T2,0.48849266139587,0.488492453230014,2.0816585599714443e-07,4.261391673772735e-07
BS_IJA,B_verbal_adjusted,EMM contrast CI lower,group diff at T2,-3.4224037595186,-3.4223953619212457,8.397597354381503e-06,2.4537132215991724e-06
BS_IJA,B_verbal_adjusted,EMM contrast CI upper,group diff at T2,7.1039967615809,7.103988324957668,8.4366232320221e-06,1.1875882711051013e-06
BS_IJA,B_verbal_adjusted,EMM contrast estimate,group diff at T3,3.1888949404258,3.188894950927857,1.0502057001815501e-08,3.2933217299448585e-09
BS_IJA,B_verbal_adjusted,EMM contrast SE,group diff at T3,2.5996128448965,2.599612816516487,2.8380013006312765e-08,1.0917015224796937e-08
BS_IJA,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T3,78.260119243199,78.26860150712915,0.008482263930147838,0.00010838552269245319
BS_IJA,B_verbal_adjusted,EMM contrast p,group diff at T3,0.22362041576382,0.2236200120460205,4.0371779949643916e-07,1.8053709368058402e-06
BS_IJA,B_verbal_adjusted,EMM contrast CI lower,group diff at T3,-1.9862657365689,-1.9862568653866972,8.871182202829786e-06,4.46626150746273e-06
BS_IJA,B_verbal_adjusted,EMM contrast CI upper,group diff at T3,8.3640556174206,8.36404676724241,8.85017819030054e-06,1.0581204376340404e-06
BS_EC,A_unadjusted,EMM contrast estimate,group diff at T1,-0.49880952380952,-0.4988095238095305,1.049160758270773e-14,2.1033294437886777e-14
BS_EC,A_unadjusted,EMM contrast SE,group diff at T1,1.2288188354311,1.2288188261104274,9.320672678114761e-09,7.58506657724272e-09
BS_EC,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T1,81.318695254059,81.32304785153906,0.004352597480064446,5.3525176055344884e-05
BS_EC,A_unadjusted,EMM contrast p,group diff at T1,0.68586313296397,0.6858630737499507,5.9214019243469806e-08,8.63350374112913e-08
BS_EC,A_unadjusted,EMM contrast CI lower,group diff at T1,-2.9436283061021,-2.943626311814324,1.9942877758083455e-06,6.774930692418655e-07
BS_EC,A_unadjusted,EMM contrast CI upper,group diff at T1,1.946009258483,1.9460072641952628,1.9942877371725842e-06,1.0248089665961916e-06
BS_EC,A_unadjusted,EMM contrast estimate,group diff at T2,0.28326802182954,0.2832680222832699,4.537299425066976e-10,1.601769022765779e-09
BS_EC,A_unadjusted,EMM contrast SE,group diff at T2,1.2631480750636,1.2631480657138872,9.349712781769881e-09,7.401913494028893e-09
BS_EC,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T2,85.569753892254,85.57405614808141,0.004302255827411727,5.027776324831967e-05
BS_EC,A_unadjusted,EMM contrast p,group diff at T2,0.82309302168478,0.8230929932838082,2.840097179657164e-08,3.450517869588786e-08
BS_EC,A_unadjusted,EMM contrast CI lower,group diff at T2,-2.2279673745456,-2.2279655451955898,1.829350010140729e-06,8.210847389602507e-07
BS_EC,A_unadjusted,EMM contrast CI upper,group diff at T2,2.7945034182047,2.7945015897621297,1.82844257023973e-06,6.542996363247944e-07
BS_EC,A_unadjusted,EMM contrast estimate,group diff at T3,-0.40830001368008,-0.4083000151548859,1.474805888523889e-09,3.612064264292336e-09
BS_EC,A_unadjusted,EMM contrast SE,group diff at T3,1.2407463729921,1.240746363662011,9.330088923675817e-09,7.519739027063207e-09
BS_EC,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T3,82.83269810408,82.83703761895599,0.004339514875994155,5.2388911327523306e-05
BS_EC,A_unadjusted,EMM contrast p,group diff at T3,0.74292874328278,0.7429286970856843,4.619709570441444e-08,6.218240460085483e-08
BS_EC,A_unadjusted,EMM contrast CI lower,group diff at T3,-2.8761683621284,-2.8761664291893028,1.9329390972266935e-06,6.720535288123032e-07
BS_EC,A_unadjusted,EMM contrast CI upper,group diff at T3,2.0595683347682,2.059566398879531,1.93588866892469e-06,9.399487437461356e-07
BS_EC,B_verbal_adjusted,EMM contrast estimate,group diff at T1,-0.5173340888004,-0.5173340887982318,2.1681545447904682e-12,4.191014262791012e-12
BS_EC,B_verbal_adjusted,EMM contrast SE,group diff at T1,1.2244405223867,1.2244405090902812,1.3296418854835679e-08,1.0859179038699303e-08
BS_EC,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T1,79.915888246115,79.92288548775954,0.0069972416445409635,8.755757832524779e-05
BS_EC,B_verbal_adjusted,EMM contrast p,group diff at T1,0.67378997999933,0.6737898775143067,1.0248502324561315e-07,1.5210232607750424e-07
BS_EC,B_verbal_adjusted,EMM contrast CI lower,group diff at T1,-2.9540877558744,-2.954084450856977,3.305017422849943e-06,1.1187945978509596e-06
BS_EC,B_verbal_adjusted,EMM contrast CI upper,group diff at T1,1.9194195782736,1.9194162732605136,3.3050130865408534e-06,1.7218815124900984e-06
BS_EC,B_verbal_adjusted,EMM contrast estimate,group diff at T2,0.24607454357773,0.2460745438537239,2.7599389440524646e-10,1.1215865338710484e-09
BS_EC,B_verbal_adjusted,EMM contrast SE,group diff at T2,1.2591234454393,1.2591234320399332,1.3399366949329305e-08,1.064182149721972e-08
BS_EC,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T2,84.18822363764,84.19533717578008,0.007113538140089304,8.449564360339928e-05
BS_EC,B_verbal_adjusted,EMM contrast p,group diff at T2,0.84552472739062,0.8455246858726214,4.1517998594642336e-08,4.9103234062439935e-08
BS_EC,B_verbal_adjusted,EMM contrast CI lower,group diff at T2,-2.2577487239567,-2.257745613294869,3.110661830785233e-06,1.3777714932482853e-06
BS_EC,B_verbal_adjusted,EMM contrast CI upper,group diff at T2,2.7498978111121,2.7498947010023165,3.1101097834884683e-06,1.1309910393472742e-06
BS_EC,B_verbal_adjusted,EMM contrast estimate,group diff at T3,-0.43581911732021,-0.435819119171426,1.8512160138151046e-09,4.247670513395487e-09
BS_EC,B_verbal_adjusted,EMM contrast SE,group diff at T3,1.2364869561652,1.236486942833637,1.3331563186724793e-08,1.0781806569210293e-08
BS_EC,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T3,81.432591230428,81.43963581554645,0.007044585118450186,8.650817826140739e-05
BS_EC,B_verbal_adjusted,EMM contrast p,group diff at T3,0.72539972141436,0.7253996388259376,8.25884224342488e-08,1.1385229411616076e-07
BS_EC,B_verbal_adjusted,EMM contrast CI lower,group diff at T3,-2.8958421965614,-2.8958389634696,3.2330918000589293e-06,1.1164599382859979e-06
BS_EC,B_verbal_adjusted,EMM contrast CI upper,group diff at T3,2.024203961921,2.024200725126748,3.2367942521815962e-06,1.5990455078004242e-06
BS_FL,A_unadjusted,EMM contrast estimate,group diff at T1,0.71666666666668,0.7166666666666757,4.3298697960381105e-15,6.041678785169344e-15
BS_FL,A_unadjusted,EMM contrast SE,group diff at T1,0.53591192299402,0.5359119233650488,3.7102876326855494e-10,6.923316077681203e-10
BS_FL,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T1,107.84338048,107.8501487819406,0.0067683019406103995,6.276047644728282e-05
BS_FL,A_unadjusted,EMM contrast p,group diff at T1,0.18394357328541,0.1839433974275636,1.7585784639617685e-07,9.560423517668257e-07
BS_FL,A_unadjusted,EMM contrast CI lower,group diff at T1,-0.34562121388635,-0.3456204582489652,7.556373847750208e-07,2.186316563958067e-06
BS_FL,A_unadjusted,EMM contrast CI upper,group diff at T1,1.7789545472197,1.7789537915823166,7.556373833317309e-07,4.2476486232473153e-07
BS_FL,A_unadjusted,EMM contrast estimate,group diff at T2,0.34016315450465,0.3401631552696926,7.65042584838227e-10,2.249046008384688e-09
BS_FL,A_unadjusted,EMM contrast SE,group diff at T2,0.55560370063213,0.5556037010693573,4.372272544017619e-10,7.869408607327722e-10
BS_FL,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T2,109.08521781482,109.0913775716692,0.006159756849200448,5.6467383689484664e-05
BS_FL,A_unadjusted,EMM contrast p,group diff at T2,0.54165266098182,0.5416525885669088,7.241491117859766e-08,1.3369252363190772e-07
BS_FL,A_unadjusted,EMM contrast CI lower,group diff at T2,-0.76101566216916,-0.7610149649365003,6.972326596077494e-07,9.161870041155175e-07
BS_FL,A_unadjusted,EMM contrast CI upper,group diff at T2,1.4413419711785,1.4413412754758856,6.957026144061018e-07,4.826769970746547e-07
BS_FL,A_unadjusted,EMM contrast estimate,group diff at T3,0.07457356288128,0.0745735632003139,3.190338965231021e-10,4.278109885013799e-09
BS_FL,A_unadjusted,EMM contrast SE,group diff at T3,0.54277194032001,0.5427719407142957,3.942857151884027e-10,7.264298057779809e-10
BS_FL,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T3,108.30822564196,108.3147742772916,0.006548635331611763,6.046295461676124e-05
BS_FL,A_unadjusted,EMM contrast p,group diff at T3,0.89097452996449,0.8909745141755547,1.5788935270322213e-08,1.772097264211524e-08
BS_FL,A_unadjusted,EMM contrast CI lower,group diff at T3,-1.0012599002195,-1.001259165905694,7.343138059834331e-07,7.333898080033507e-07
BS_FL,A_unadjusted,EMM contrast CI upper,group diff at T3,1.1504070259821,1.150406292306322,7.336757779086156e-07,6.377532137221417e-07
BS_FL,B_verbal_adjusted,EMM contrast estimate,group diff at T1,0.72140930246285,0.7214093024671904,4.3404169147720495e-12,6.016580185415014e-12
BS_FL,B_verbal_adjusted,EMM contrast SE,group diff at T1,0.5367498762032,0.5367498734581644,2.745035643236804e-09,5.114180300616599e-09
BS_FL,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T1,106.1621569924,106.1682118963394,0.006054903939400447,5.703448489496977e-05
BS_FL,B_verbal_adjusted,EMM contrast p,group diff at T1,0.18180313460925,0.1818029693766254,1.652326245826785e-07,9.088546516968119e-07
BS_FL,B_verbal_adjusted,EMM contrast CI lower,group diff at T1,-0.34273076713229,-0.3427300620903888,7.050419011944697e-07,2.057130461597374e-06
BS_FL,B_verbal_adjusted,EMM contrast CI upper,group diff at T1,1.785549372058,1.7855486670247696,7.050332304636697e-07,3.948550745763238e-07
BS_FL,B_verbal_adjusted,EMM contrast estimate,group diff at T2,0.35386419660125,0.3538641974072618,8.060118128483396e-10,2.2777433280614983e-09
BS_FL,B_verbal_adjusted,EMM contrast SE,group diff at T2,0.55667477549924,0.5566747727028893,2.796350706546491e-09,5.023311329381959e-09
BS_FL,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T2,107.53095454679,107.5366307947733,0.005676247983302574,5.2787106812417114e-05
BS_FL,B_verbal_adjusted,EMM contrast p,group diff at T2,0.52633886831429,0.5263387941316084,7.418268155312546e-08,1.409409147204176e-07
BS_FL,B_verbal_adjusted,EMM contrast CI lower,group diff at T2,-0.74961631129024,-0.749615642143229,6.691470110231634e-07,8.926526823721688e-07
BS_FL,B_verbal_adjusted,EMM contrast CI upper,group diff at T2,1.4573447044927,1.4573440369577526,6.675349473184156e-07,4.5804876859986517e-07
BS_FL,B_verbal_adjusted,EMM contrast estimate,group diff at T3,0.08298770481442,0.0829877051527994,3.383793939493174e-10,4.077464182266677e-09
BS_FL,B_verbal_adjusted,EMM contrast SE,group diff at T3,0.54368005822946,0.5436800554665985,2.762861495142488e-09,5.081778250502657e-09
BS_FL,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T3,106.66785634639,106.6737777709495,0.0059214245595029524,5.551273609806028e-05
BS_FL,B_verbal_adjusted,EMM contrast p,group diff at T3,0.8789699880041,0.8789699709169106,1.7087189330133867e-08,1.9440014520784938e-08
BS_FL,B_verbal_adjusted,EMM contrast CI lower,group diff at T3,-0.99483298129632,-0.9948322891014116,6.921949083915635e-07,6.957900686903212e-07
BS_FL,B_verbal_adjusted,EMM contrast CI upper,group diff at T3,1.1608083909252,1.1608076994070105,6.915181895994493e-07,5.957212189414723e-07
BS_T,A_unadjusted,EMM contrast estimate,group diff at T1,0.95714285714298,0.9571428571428982,8.182343691487404e-14,8.548717289612609e-14
BS_T,A_unadjusted,EMM contrast SE,group diff at T1,3.1348362853024,3.1348362593980563,2.5904343559091103e-08,8.263380030575427e-09
BS_T,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T1,95.665275262638,95.67864577694505,0.013370514307041503,0.00013976350635415302
BS_T,A_unadjusted,EMM contrast p,group diff at T1,0.76078222779977,0.7607821333197926,9.447997739719938e-08,1.2418793965579534e-07
BS_T,A_unadjusted,EMM contrast CI lower,group diff at T1,-5.2657358598421,-5.2657246711770656,1.1188665034467249e-05,2.124805598358053e-06
BS_T,A_unadjusted,EMM contrast CI upper,group diff at T1,7.1800215741281,7.180010385462862,1.1188665237860107e-05,1.5583052393848543e-06
BS_T,A_unadjusted,EMM contrast estimate,group diff at T2,4.2512690504942,4.251269034998245,1.5495954741595597e-08,3.6450185950461616e-09
BS_T,A_unadjusted,EMM contrast SE,group diff at T2,3.2383296480708,3.2383296224293945,2.564140544336624e-08,7.91809612669971e-09
BS_T,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T2,98.932098038674,98.94484841630238,0.012750377628378828,0.00012888008928502173
BS_T,A_unadjusted,EMM contrast p,group diff at T2,0.19228857433107,0.1922881821052742,3.922257957866826e-07,2.0397769194095414e-06
BS_T,A_unadjusted,EMM contrast CI lower,group diff at T2,-2.174334089622,-2.174323803587946,1.028603405384132e-05,4.730659424849246e-06
BS_T,A_unadjusted,EMM contrast CI upper,group diff at T2,10.67687219061,10.676861873584436,1.03170255645324e-05,9.662966251114184e-07
BS_T,A_unadjusted,EMM contrast estimate,group diff at T3,3.5584142210379,3.558414224877936,3.840035844859813e-09,1.0791424511955134e-09
BS_T,A_unadjusted,EMM contrast SE,group diff at T3,3.1708500073393,3.17084998153037,2.5808930104176397e-08,8.139435811986892e-09
BS_T,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T3,96.857762397477,96.870923990828,0.013161593351000533,0.00013588578783173884
BS_T,A_unadjusted,EMM contrast p,group diff at T3,0.2645401176879,0.2645397374169898,3.8027091020520487e-07,1.4374791752903133e-06
BS_T,A_unadjusted,EMM contrast CI lower,group diff at T3,-2.7349620233613,-2.7349511538028137,1.086955848617066e-05,3.974299603916199e-06
BS_T,A_unadjusted,EMM contrast CI upper,group diff at T3,9.851790465437,9.851779603558686,1.086187831411678e-05,1.1025283528129701e-06
BS_T,B_verbal_adjusted,EMM contrast estimate,group diff at T1,1.0430709951694,1.043070995165479,3.920863633766203e-12,3.758961424413335e-12
BS_T,B_verbal_adjusted,EMM contrast SE,group diff at T1,3.0293396366972,3.029339627570508,9.126692290806204e-09,3.0127662742883358e-09
BS_T,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T1,98.44308878301,98.4582590396561,0.015170256646101166,0.00015410179458651195
BS_T,B_verbal_adjusted,EMM contrast p,group diff at T1,0.73133791763952,0.7313378038615757,1.1377794439937361e-07,1.55575065445267e-07
BS_T,B_verbal_adjusted,EMM contrast CI lower,group diff at T1,-4.9682167555989,-4.968205213799966,1.154179893347873e-05,2.323127089910434e-06
BS_T,B_verbal_adjusted,EMM contrast CI upper,group diff at T1,7.0543587459376,7.0543472041309245,1.1541806675730015e-05,1.6361241455683842e-06
BS_T,B_verbal_adjusted,EMM contrast estimate,group diff at T2,4.4030777059152,4.40307768145216,2.446303959402485e-08,5.5558954958166234e-09
BS_T,B_verbal_adjusted,EMM contrast SE,group diff at T2,3.1348321478936,3.134832140232588,7.66101182492207e-09,2.443834777587618e-09
BS_T,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T2,101.1981851083,101.21249298667377,0.014307878373770677,0.0001413847329224206
BS_T,B_verbal_adjusted,EMM contrast p,group diff at T2,0.16321238757873,0.1632119570613003,4.305174297059011e-07,2.6377742283699464e-06
BS_T,B_verbal_adjusted,EMM contrast CI lower,group diff at T2,-1.8154383781986,-1.81542775132712,1.0626871480123867e-05,5.853611782003068e-06
BS_T,B_verbal_adjusted,EMM contrast CI upper,group diff at T2,10.621593790029,10.62158311423144,1.0675797559756006e-05,1.005103167264586e-06
BS_T,B_verbal_adjusted,EMM contrast estimate,group diff at T3,3.7173638430975,3.71736385311354,1.0016039997395865e-08,2.6943932367540277e-09
BS_T,B_verbal_adjusted,EMM contrast SE,group diff at T3,3.0660241404583,3.066024131844208,8.614092106284943e-09,2.8095317295829686e-09
BS_T,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T3,99.449704418897,99.46458028635207,0.014875867455074854,0.0001495818166780615
BS_T,B_verbal_adjusted,EMM contrast p,group diff at T3,0.22821722962305,0.2282167986503515,4.309726985007867e-07,1.8884319085488466e-06
BS_T,B_verbal_adjusted,EMM contrast CI lower,group diff at T3,-2.3659529311297,-2.365941700169949,1.1230959751085123e-05,4.7469075159168705e-06
BS_T,B_verbal_adjusted,EMM contrast CI upper,group diff at T3,9.8006806173247,9.800669406397027,1.12109276724226e-05,1.1438927672640408e-06
JAST_arja,A_unadjusted,EMM contrast estimate,group diff at T1,-0.11349206349205,-0.1134920634920657,1.569577801063815e-14,1.382984635902547e-13
JAST_arja,A_unadjusted,EMM contrast SE,group diff at T1,0.23051891000749,0.2305189097607148,2.467752113766153e-10,1.070520467794148e-09
JAST_arja,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T1,66.646566950793,66.64916651216845,0.002599561375447479,3.900518052740521e-05
JAST_arja,A_unadjusted,EMM contrast p,group diff at T1,0.62410193431312,0.624101870985293,6.332782698237338e-08,1.014703264012013e-07
JAST_arja,A_unadjusted,EMM contrast CI lower,group diff at T1,-0.57365459050526,-0.5736542583147726,3.3219048745092294e-07,5.79077537161061e-07
JAST_arja,A_unadjusted,EMM contrast CI upper,group diff at T1,0.34667046352116,0.3466701313306411,3.3219051887023454e-07,9.582313863608353e-07
JAST_arja,A_unadjusted,EMM contrast estimate,group diff at T2,0.57254129759419,0.5725412972813864,3.128036718536009e-10,5.463425488571694e-10
JAST_arja,A_unadjusted,EMM contrast SE,group diff at T2,0.23541842758486,0.2354184274418952,1.429648066597622e-10,6.07279592028659e-10
JAST_arja,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T2,70.466737217797,70.4694616607414,0.00272444294439822,3.86628223750104e-05
JAST_arja,A_unadjusted,EMM contrast p,group diff at T2,0.01755863609422,0.0175585351200431,1.0097417689827748e-07,5.750684526773492e-06
JAST_arja,A_unadjusted,EMM contrast CI lower,group diff at T2,0.10306871820647,0.1030690351333354,3.169268654040769e-07,3.0749083807290644e-06
JAST_arja,A_unadjusted,EMM contrast CI upper,group diff at T2,1.0420138769819,1.0420135594294373,3.1755246276965465e-07,3.0474878481409184e-07
JAST_arja,A_unadjusted,EMM contrast estimate,group diff at T3,0.59859191720999,0.5985919177874157,5.774256628399144e-10,9.646399261975826e-10
JAST_arja,A_unadjusted,EMM contrast SE,group diff at T3,0.23221773103519,0.23221773082466,2.1053001009185834e-10,9.066060940021624e-10
JAST_arja,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T3,67.980387504531,67.98303155094236,0.0026440464113619555,3.889425330483334e-05
JAST_arja,A_unadjusted,EMM contrast p,group diff at T3,0.012117975595772,0.0121178876658801,8.792989190063716e-08,7.256153571667216e-06
JAST_arja,A_unadjusted,EMM contrast CI lower,group diff at T3,0.13520622892564,0.1352065563479862,3.2742234620797284e-07,2.421651345575557e-06
JAST_arja,A_unadjusted,EMM contrast CI upper,group diff at T3,1.0619776054943,1.0619772792268452,3.262674548309974e-07,3.072263041546299e-07
JAST_arja,B_verbal_adjusted,EMM contrast estimate,group diff at T1,-0.10779881639908,-0.10779881639847,6.099981630924844e-13,5.658672177199252e-12
JAST_arja,B_verbal_adjusted,EMM contrast SE,group diff at T1,0.22498915025491,0.2249891491021082,1.1528017984652195e-09,5.12381062446393e-09
JAST_arja,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T1,66.623544303695,66.62579451300181,0.002250209306808415,3.3774986460508926e-05
JAST_arja,B_verbal_adjusted,EMM contrast p,group diff at T1,0.63341582142604,0.6334157668262398,5.4599800236587726e-08,8.619898396864247e-08
JAST_arja,B_verbal_adjusted,EMM contrast CI lower,group diff at T1,-0.5569256889993,-0.5569254062649454,2.8273435459524876e-07,5.076698025965977e-07
JAST_arja,B_verbal_adjusted,EMM contrast CI upper,group diff at T1,0.34132805620113,0.3413277734680053,2.827331246901821e-07,8.28332507549803e-07
JAST_arja,B_verbal_adjusted,EMM contrast estimate,group diff at T2,0.581612591729,0.5816125916893209,3.967914885549817e-11,6.822264411013045e-11
JAST_arja,B_verbal_adjusted,EMM contrast SE,group diff at T2,0.23002305532978,0.2300230541729746,1.1568054014698959e-09,5.029084583766633e-09
JAST_arja,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T2,70.560255925173,70.56260753487173,0.0023516096987350465,3.3327680971407716e-05
JAST_arja,B_verbal_adjusted,EMM contrast p,group diff at T2,0.013694201453498,0.0136941238775325,7.757596549862189e-08,5.664876901515579e-06
JAST_arja,B_verbal_adjusted,EMM contrast CI lower,group diff at T2,0.12291010654379,0.122910375402457,2.6885866699633e-07,2.1874414932716855e-06
JAST_arja,B_verbal_adjusted,EMM contrast CI upper,group diff at T2,1.0403150769142,1.0403148079761848,2.6893801519101146e-07,2.5851592576043394e-07
JAST_arja,B_verbal_adjusted,EMM contrast estimate,group diff at T3,0.60711622062486,0.6071162207582508,1.3339074289575592e-10,2.197120392508483e-10
JAST_arja,B_verbal_adjusted,EMM contrast SE,group diff at T3,0.2267351663533,0.2267351651991543,1.1541456956809526e-09,5.090280939845725e-09
JAST_arja,B_verbal_adjusted,EMM contrast df (Satterthwaite),group diff at T3,67.997918778945,68.00020531319281,0.0022865342478013417,3.3626532824256795e-05
JAST_arja,B_verbal_adjusted,EMM contrast p,group diff at T3,0.0092863969678173,0.009286330638768,6.632904930164996e-08,7.1426032649172986e-06
JAST_arja,B_verbal_adjusted,EMM contrast CI lower,group diff at T3,0.1546729897597,0.1546732676759271,2.7791622708717156e-07,1.7967987010462672e-06
JAST_arja,B_verbal_adjusted,EMM contrast CI upper,group diff at T3,1.05955945149,1.0595591738405743,2.7764942567287676e-07,2.6204232833035816e-07
JAST_aija,A_unadjusted,EMM contrast estimate,group diff at T1,0.078571428571424,0.0785714285714282,4.191091917959966e-15,5.3341169864948124e-14
JAST_aija,A_unadjusted,EMM contrast SE,group diff at T1,0.33719391027701,0.337193910216209,6.080103087668931e-11,1.803147358940745e-10
JAST_aija,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T1,71.966674865961,71.96846269651024,0.00178783054924736,2.484247816891945e-05
JAST_aija,A_unadjusted,EMM contrast p,group diff at T1,0.81641078769755,0.8164107712636941,1.643385594274349e-08,2.0129395875684616e-08
JAST_aija,A_unadjusted,EMM contrast CI lower,group diff at T1,-0.59361766438405,-0.5936173788395966,2.855444533045315e-07,4.810241851559763e-07
JAST_aija,A_unadjusted,EMM contrast CI upper,group diff at T1,0.75076052152689,0.7507602359824532,2.855444367622084e-07,3.8034023976310145e-07
JAST_aija,A_unadjusted,EMM contrast estimate,group diff at T2,1.4473352507804,1.4473352499909211,7.89478926677134e-10,5.454706684242291e-10
JAST_aija,A_unadjusted,EMM contrast SE,group diff at T2,0.34525355200137,0.3452535520973452,9.597522776516598e-11,2.779847657144021e-10
JAST_aija,A_unadjusted,EMM contrast df (Satterthwaite),group diff at T2,76.100287219719,76.10211370219851,0.0018264824795153345,2.400099324516162e-05
JAST_aija,A_unadjusted,EMM contrast p,group diff at T2,7.3853937648507e-05,7.385241640583213e-05,1.5212426748655418e-09,2.059799007746332e-05
